Location,Distance_to_CBD,Bedrooms,Bathrooms,Floor_Size,Price,Amenities
Lavington,5.9,2,2,143,112445,"garbage collection, CCTV, garden, gym, electric fence, parking, swimming pool"
Ruiru,25.3,3,1,193,51316,"garden, electric fence, swimming pool, CCTV, garbage collection, gym, parking"
Ruiru,25.3,2,2,100,29383,"gym, electric fence, CCTV, garbage collection, swimming pool, garden"
Lavington,5.9,2,2,98,107340,"parking, garden, CCTV, swimming pool, electric fence, garbage collection"
Ruiru,25.3,3,2,221,59096,"gym, parking, CCTV"
Westlands,3.2,2,2,141,150347,
Utawala,22.4,4,3,181,55000,"gym, electric fence, CCTV, garbage collection, swimming pool, parking, garden"
Utawala,22.4,3,3,142,32815,
Lavington,5.9,2,2,161,107545,"electric fence, garden, garbage collection, parking"
Kileleshwa,5.4,2,2,116,104919,"gym, CCTV, parking, garden, electric fence, garbage collection"
Ruaka,19,3,2,178,60000,"gym, parking, garden, CCTV, garbage collection"
Muthaiga,7,2,2,176,255320,"garbage collection, CCTV, gym, electric fence, garden"
Ruiru,25.3,4,3,293,70000,"gym, CCTV, parking, swimming pool, garbage collection, electric fence"
Ruaka,19,1,1,78,21194,"gym, electric fence, garbage collection"
Juja,32.8,1,1,80,13140,"swimming pool, parking, garbage collection, garden"
Lavington,5.9,4,4,257,326117,"electric fence, garden, parking, swimming pool, garbage collection, gym, CCTV"
Ruaka,19,4,4,293,57077,"electric fence, garbage collection, CCTV, parking, garden, swimming pool"
Lavington,5.9,1,1,62,96022,"electric fence, swimming pool, garden, parking, CCTV"
Ruiru,25.3,1,1,69,14107,"garbage collection, parking"
Westlands,3.2,1,1,79,105161,"parking, gym"
Westlands,3.2,4,4,227,267591,"swimming pool, parking"
Ruaka,19,4,1,255,54515,"parking, electric fence, gym, garden"
Syokimau,24,4,1,214,69640,garbage collection
Ruiru,25.3,4,4,266,49590,
Juja,32.8,1,1,65,11350,"swimming pool, garbage collection, parking"
Ruaka,19,3,2,171,49324,
Syokimau,24,3,3,159,53566,"garden, swimming pool"
Kilimani,4,3,2,217,100783,"parking, garden"
Muthaiga,7,3,1,186,466560,"swimming pool, CCTV, gym, electric fence, parking, garden, garbage collection"
Utawala,22.4,4,3,281,52149,
Syokimau,24,3,1,180,44614,"parking, swimming pool, gym, garbage collection, CCTV, garden"
Syokimau,24,2,2,171,33704,"garden, electric fence, gym"
Kileleshwa,5.4,3,1,184,128016,"swimming pool, CCTV, gym, parking, garden, electric fence"
Utawala,22.4,3,1,201,32311,parking
Ruaka,19,3,2,143,56839,"electric fence, CCTV, swimming pool, parking, garbage collection"
Utawala,22.4,3,3,159,35000,"CCTV, parking, garbage collection, swimming pool, gym, electric fence"
Kileleshwa,5.4,2,2,111,105214,"CCTV, swimming pool, garden, electric fence, garbage collection, gym"
Utawala,22.4,1,1,64,14506,"parking, electric fence, gym, garden"
Ruaka,19,2,1,176,39864,"gym, garden, CCTV, swimming pool, parking"
Kileleshwa,5.4,4,1,262,250104,"parking, CCTV, swimming pool, electric fence, garden, gym, garbage collection"
Kilimani,4,3,3,150,115769,"CCTV, electric fence, parking, garbage collection, gym, garden"
Muthaiga,7,4,1,286,487766,"electric fence, parking, gym, garden, swimming pool, garbage collection, CCTV"
Ruaka,19,2,2,156,31274,"electric fence, garbage collection, swimming pool"
Syokimau,24,4,1,188,81917,"electric fence, CCTV, parking, gym"
Muthaiga,7,4,2,238,425349,"gym, parking, electric fence, CCTV, garden, swimming pool"
Lavington,5.9,3,3,179,137780,"garbage collection, swimming pool, parking, electric fence, gym, CCTV, garden"
Kilimani,4,3,1,222,86245,"electric fence, parking"
Ruiru,25.3,2,1,121,22843,"parking, garden, garbage collection, electric fence, gym"
Westlands,3.2,3,3,219,147208,swimming pool
Utawala,22.4,4,1,244,51650,"parking, garbage collection, swimming pool, electric fence, CCTV"
Ruaka,19,4,1,266,55208,"swimming pool, parking, CCTV, garden"
Lavington,5.9,4,2,257,274512,"gym, CCTV, parking"
Kileleshwa,5.4,2,1,119,101070,"garbage collection, gym, garden, CCTV"
Syokimau,24,3,3,223,46282,"gym, electric fence, swimming pool, CCTV, parking, garbage collection"
Ruaka,19,3,1,200,47752,"swimming pool, CCTV"
Kilimani,4,1,1,71,45486,
Kileleshwa,5.4,2,1,114,97359,"gym, swimming pool, parking, garbage collection"
Kileleshwa,5.4,4,4,198,137787,
Juja,32.8,1,1,59,15000,"garbage collection, swimming pool, parking, CCTV, garden"
Lavington,5.9,4,1,275,328169,"CCTV, garden, electric fence, parking, garbage collection, swimming pool, gym"
Kileleshwa,5.4,1,1,80,73032,"garbage collection, parking, swimming pool"
Ruaka,19,3,3,150,50696,swimming pool
Kilimani,4,1,1,50,54662,"swimming pool, gym, CCTV"
Juja,32.8,4,4,190,65132,"swimming pool, parking, garbage collection, electric fence, gym, garden, CCTV"
Ruaka,19,4,2,257,69492,"parking, CCTV"
Lavington,5.9,1,1,53,78975,"electric fence, parking, CCTV"
Ruiru,25.3,1,1,73,12808,
Utawala,22.4,3,3,217,32396,electric fence
Lavington,5.9,1,1,53,95631,"CCTV, garden, parking, gym, electric fence"
Syokimau,24,2,1,97,28999,
Kilimani,4,3,3,168,108336,"garbage collection, swimming pool, gym, parking"
Utawala,22.4,4,1,161,44458,"parking, CCTV, gym, garden"
Lavington,5.9,2,1,123,86027,"electric fence, parking, CCTV"
Ruaka,19,2,1,96,33009,"electric fence, CCTV, gym, swimming pool, garden, parking"
Juja,32.8,2,2,110,26427,
Muthaiga,7,3,1,163,337678,"CCTV, swimming pool, garbage collection, electric fence"
Kilimani,4,1,1,57,84565,"garden, CCTV, parking, garbage collection, gym, swimming pool, electric fence"
Syokimau,24,3,2,214,43789,"garden, electric fence"
Westlands,3.2,4,4,216,293866,"swimming pool, garden, CCTV, garbage collection"
Kilimani,4,2,2,105,105936,"garbage collection, CCTV, swimming pool, parking"
Muthaiga,7,2,2,124,307281,"parking, garden, swimming pool"
Syokimau,24,1,1,79,21000,"electric fence, gym, parking, garden, garbage collection, CCTV, swimming pool"
Kileleshwa,5.4,4,1,249,188480,"CCTV, parking"
Kileleshwa,5.4,3,3,169,106873,swimming pool
Westlands,3.2,2,1,107,145280,parking
Juja,32.8,4,3,283,62709,
Ruaka,19,4,4,296,63892,"swimming pool, electric fence, CCTV, gym, parking"
Juja,32.8,4,1,167,69121,"garbage collection, CCTV, garden, parking, swimming pool"
Westlands,3.2,4,4,192,236486,"garden, CCTV"
Juja,32.8,1,1,79,11917,"gym, garbage collection, parking, electric fence, garden, CCTV"
Kilimani,4,1,1,60,67467,"garden, gym, swimming pool, electric fence, CCTV"
Kileleshwa,5.4,4,4,233,196548,"parking, gym, swimming pool, electric fence, garden, garbage collection, CCTV"
Westlands,3.2,4,1,223,233753,CCTV
Kileleshwa,5.4,2,1,113,89349,"CCTV, garden, gym, garbage collection, electric fence, swimming pool, parking"
Kileleshwa,5.4,1,1,69,74148,"garden, parking, swimming pool, gym"
Utawala,22.4,4,2,227,47651,"swimming pool, garbage collection, CCTV, gym"
Utawala,22.4,3,2,177,27060,
Ruiru,25.3,4,1,191,58158,"parking, electric fence, garden, garbage collection"
Syokimau,24,3,2,220,50710,"CCTV, gym, swimming pool, electric fence"
Kileleshwa,5.4,3,2,192,132525,"CCTV, gym, parking, electric fence, garden"
Westlands,3.2,2,1,107,166871,"gym, garden, parking, swimming pool, garbage collection"
Ruiru,25.3,2,2,176,25243,"gym, garbage collection"
Westlands,3.2,2,1,166,177596,"garden, CCTV, swimming pool, electric fence, gym"
Lavington,5.9,2,2,90,84329,"CCTV, gym, electric fence, parking"
Muthaiga,7,4,3,189,399829,"electric fence, garbage collection, CCTV, swimming pool, garden"
Kileleshwa,5.4,1,1,72,58243,garbage collection
Westlands,3.2,4,2,293,257356,"parking, electric fence"
Muthaiga,7,3,1,162,427543,"swimming pool, CCTV, gym, garbage collection, parking, electric fence, garden"
Kileleshwa,5.4,4,3,186,247351,"garbage collection, gym, swimming pool, parking, electric fence, garden"
Kilimani,4,4,1,277,174062,"CCTV, gym, electric fence"
Utawala,22.4,1,1,73,12060,"parking, CCTV"
Muthaiga,7,4,3,274,397392,"garbage collection, parking, electric fence, gym, swimming pool, CCTV"
Westlands,3.2,1,1,56,115178,"swimming pool, garbage collection, CCTV"
Juja,32.8,1,1,57,15000,"garden, CCTV, garbage collection, swimming pool, parking, electric fence, gym"
Ruaka,19,1,1,54,21127,"gym, electric fence, CCTV, garbage collection"
Westlands,3.2,1,1,74,128634,"gym, CCTV, garden, swimming pool"
Kileleshwa,5.4,1,1,67,66130,"garbage collection, swimming pool, parking, gym, CCTV, electric fence, garden"
Westlands,3.2,2,1,170,174859,"electric fence, swimming pool"
Juja,32.8,3,1,213,45708,"garden, swimming pool"
Juja,32.8,2,1,115,29499,"CCTV, electric fence"
Utawala,22.4,1,1,70,13525,"parking, garden, electric fence, garbage collection"
Kileleshwa,5.4,4,1,248,184190,"electric fence, garden, CCTV, swimming pool, parking, garbage collection, gym"
Westlands,3.2,1,1,53,104872,"swimming pool, parking"
Juja,32.8,2,2,163,33649,"gym, CCTV"
Muthaiga,7,3,3,172,393836,"gym, CCTV, swimming pool"
Utawala,22.4,1,1,57,13367,"garbage collection, swimming pool, electric fence, garden, parking"
Westlands,3.2,1,1,73,91314,gym
Kilimani,4,1,1,69,59431,"swimming pool, gym"
Ruiru,25.3,3,1,157,49615,"gym, garden, electric fence, garbage collection"
Kileleshwa,5.4,3,3,182,109785,"electric fence, garden, CCTV, parking"
Lavington,5.9,1,1,76,78419,"garden, garbage collection, CCTV"
Ruaka,19,3,1,156,60000,"gym, parking, CCTV, garden, swimming pool"
Utawala,22.4,3,2,157,34475,parking
Utawala,22.4,2,2,125,20990,"garden, parking, gym, electric fence"
Kileleshwa,5.4,3,2,160,116197,
Ruiru,25.3,1,1,71,19153,"garden, gym, parking, CCTV, swimming pool, electric fence, garbage collection"
Kileleshwa,5.4,3,3,154,101458,"CCTV, gym, garbage collection, electric fence, swimming pool"
Juja,32.8,1,1,61,9483,
Kileleshwa,5.4,3,1,214,97105,"garden, gym, electric fence"
Muthaiga,7,4,3,297,463697,"swimming pool, parking, electric fence, CCTV, gym, garden, garbage collection"
Lavington,5.9,1,1,75,94860,"garbage collection, CCTV, parking, garden, electric fence"
Lavington,5.9,3,2,192,135706,"garbage collection, garden, gym, swimming pool, parking, CCTV, electric fence"
Ruaka,19,4,2,270,70000,"garbage collection, electric fence, gym, garden, swimming pool, parking"
Kilimani,4,2,1,130,107991,"CCTV, gym, electric fence"
Kilimani,4,4,1,212,197634,gym
Lavington,5.9,2,1,102,93932,"garden, CCTV, garbage collection, gym, parking"
Juja,32.8,4,4,254,57314,
Muthaiga,7,4,4,282,430538,
Utawala,22.4,1,1,50,12083,"parking, CCTV, swimming pool, garbage collection, gym"
Muthaiga,7,3,1,198,325448,"swimming pool, garden, gym, CCTV, parking, electric fence, garbage collection"
Kileleshwa,5.4,2,2,125,108470,"CCTV, garden"
Kileleshwa,5.4,4,4,162,197760,
Kileleshwa,5.4,2,2,166,105255,"garbage collection, electric fence, garden"
Kileleshwa,5.4,3,1,186,122176,garden
Ruiru,25.3,3,1,145,47454,"garden, swimming pool, gym, CCTV, garbage collection, electric fence, parking"
Westlands,3.2,1,1,50,90182,"swimming pool, CCTV, garbage collection, garden"
Lavington,5.9,1,1,63,100000,"garbage collection, parking, swimming pool, electric fence, CCTV, gym, garden"
Syokimau,24,1,1,76,21000,"parking, electric fence, gym, CCTV, swimming pool, garden, garbage collection"
Westlands,3.2,2,1,179,151242,"garbage collection, gym, CCTV, electric fence, swimming pool"
Westlands,3.2,4,1,249,237125,
Utawala,22.4,3,3,202,35000,"garden, CCTV, gym, garbage collection, electric fence, swimming pool"
Kileleshwa,5.4,2,2,177,107232,"garden, swimming pool, gym, garbage collection"
Juja,32.8,2,1,156,35000,"swimming pool, garden, parking, gym, CCTV, garbage collection, electric fence"
Lavington,5.9,4,3,251,206948,electric fence
Muthaiga,7,2,2,132,297852,"CCTV, parking, electric fence, garden"
Syokimau,24,3,2,199,47817,swimming pool
Muthaiga,7,1,1,75,168865,"electric fence, garbage collection, swimming pool, parking, CCTV"
Muthaiga,7,1,1,76,172554,electric fence
Westlands,3.2,4,2,295,257060,parking
Ruaka,19,4,4,206,61936,garbage collection
Kilimani,4,4,4,167,176963,"electric fence, swimming pool, gym, garden, garbage collection, parking"
Lavington,5.9,4,3,282,244098,
Westlands,3.2,1,1,66,115521,gym
Syokimau,24,2,2,121,26506,"parking, gym"
Syokimau,24,4,4,271,65208,"CCTV, parking"
Utawala,22.4,3,2,204,32382,"swimming pool, CCTV, garbage collection"
Kileleshwa,5.4,1,1,63,88226,"swimming pool, electric fence, parking, gym, CCTV, garbage collection, garden"
Syokimau,24,2,1,169,28479,"electric fence, CCTV"
Lavington,5.9,3,1,212,127563,"parking, gym, CCTV"
Kilimani,4,1,1,59,75893,"parking, garbage collection, swimming pool, garden"
Syokimau,24,2,2,108,37597,"swimming pool, parking, electric fence, garbage collection, CCTV, gym"
Utawala,22.4,1,1,68,12179,"garden, gym, garbage collection, swimming pool, electric fence"
Ruaka,19,3,3,180,49653,"garden, gym"
Ruiru,25.3,4,1,231,66386,"electric fence, CCTV, garbage collection, parking, swimming pool"
Kileleshwa,5.4,2,1,101,89454,"gym, swimming pool, electric fence, garden, garbage collection"
Kilimani,4,4,4,293,230898,"garbage collection, swimming pool, electric fence, gym, CCTV, garden, parking"
Kileleshwa,5.4,3,3,207,124893,"garbage collection, electric fence, swimming pool, parking, gym, garden"
Utawala,22.4,1,1,71,14485,"garbage collection, gym, swimming pool, electric fence, CCTV, parking"
Kileleshwa,5.4,3,2,217,145145,"electric fence, gym, garbage collection, CCTV, swimming pool"
Ruiru,25.3,3,3,205,52049,"garbage collection, swimming pool, gym, parking, garden, CCTV"
Kilimani,4,3,3,142,98534,
Kilimani,4,3,2,164,105640,"garbage collection, parking, CCTV"
Kileleshwa,5.4,4,3,203,149381,garbage collection
Lavington,5.9,4,1,237,236941,electric fence
Utawala,22.4,2,1,118,17556,"gym, garbage collection, swimming pool"
Lavington,5.9,1,1,66,100000,"CCTV, garden, parking, garbage collection, swimming pool"
Westlands,3.2,1,1,53,99307,"electric fence, swimming pool"
Kileleshwa,5.4,1,1,53,63842,
Utawala,22.4,4,4,199,55000,"garbage collection, CCTV, gym, swimming pool, garden"
Juja,32.8,3,2,177,49060,CCTV
Westlands,3.2,1,1,54,79412,electric fence
Syokimau,24,4,2,178,97395,"electric fence, gym, parking, CCTV, garden"
Ruiru,25.3,2,1,179,21860,
Kileleshwa,5.4,2,1,173,93882,swimming pool
Ruaka,19,2,2,113,43069,"garbage collection, garden, swimming pool"
Ruiru,25.3,4,4,184,45981,
Syokimau,24,4,4,224,91280,"electric fence, garbage collection, CCTV, garden, swimming pool, gym"
Westlands,3.2,2,2,146,171817,"garbage collection, gym, garden, CCTV, swimming pool, parking"
Ruaka,19,3,1,151,60000,"parking, gym, CCTV, garden"
Lavington,5.9,4,4,169,258306,"garden, swimming pool, gym, electric fence"
Kileleshwa,5.4,1,1,60,74791,"gym, garden, CCTV, garbage collection, swimming pool, electric fence, parking"
Kilimani,4,4,4,291,170670,
Juja,32.8,2,2,126,34379,"swimming pool, garbage collection, electric fence"
Lavington,5.9,4,2,164,229401,garbage collection
Kileleshwa,5.4,2,2,166,103479,"garbage collection, CCTV, swimming pool, gym, garden, electric fence, parking"
Lavington,5.9,4,2,246,291668,electric fence
Juja,32.8,2,2,152,23155,electric fence
Syokimau,24,4,3,224,68704,"garden, parking"
Ruiru,25.3,4,1,297,70000,"garden, parking, swimming pool, garbage collection"
Ruiru,25.3,3,3,224,49163,"CCTV, garden, parking, garbage collection, gym"
Syokimau,24,3,2,205,47876,
Ruaka,19,4,3,249,70000,"garden, gym, garbage collection, electric fence"
Juja,32.8,1,1,61,11094,
Syokimau,24,4,1,252,69703,
Utawala,22.4,3,2,199,35000,"swimming pool, parking, gym, garbage collection, electric fence, CCTV"
Lavington,5.9,2,1,111,115148,"garbage collection, gym, electric fence, swimming pool, parking, garden"
Kileleshwa,5.4,3,1,157,123269,"swimming pool, gym, parking, garbage collection, CCTV"
Westlands,3.2,4,3,203,244870,"parking, CCTV, gym, garbage collection, swimming pool, electric fence, garden"
Westlands,3.2,3,3,156,145434,"swimming pool, parking, CCTV"
Ruiru,25.3,2,2,90,24515,"swimming pool, electric fence, garbage collection, garden, parking, CCTV, gym"
Westlands,3.2,2,1,135,192554,"parking, electric fence, garden, garbage collection, swimming pool, CCTV"
Juja,32.8,2,1,168,35000,"garbage collection, swimming pool, parking, garden, CCTV, electric fence, gym"
Ruaka,19,3,3,153,55539,
Utawala,22.4,4,4,197,50943,"parking, garbage collection, swimming pool"
Kilimani,4,1,1,71,71965,"garbage collection, garden"
Kilimani,4,2,2,125,92146,"CCTV, swimming pool, garbage collection, garden"
Syokimau,24,2,1,140,28603,"CCTV, gym, swimming pool, garbage collection, garden"
Ruiru,25.3,4,2,179,62094,
Lavington,5.9,4,1,210,345217,"gym, swimming pool, garbage collection, garden, CCTV, electric fence, parking"
Juja,32.8,1,1,73,9453,
Syokimau,24,1,1,53,12034,
Utawala,22.4,2,2,97,22363,"gym, electric fence, parking, garden"
Lavington,5.9,1,1,52,89306,"CCTV, garden, electric fence, parking, garbage collection, swimming pool"
Utawala,22.4,1,1,70,13806,"parking, gym, CCTV"
Muthaiga,7,4,2,268,371728,"CCTV, gym"
Syokimau,24,3,1,191,47880,"garbage collection, parking, swimming pool, electric fence, CCTV"
Westlands,3.2,3,2,162,151124,
Kileleshwa,5.4,2,2,152,86998,"electric fence, CCTV, gym"
Utawala,22.4,4,3,255,45377,"garden, gym, CCTV, electric fence"
Westlands,3.2,1,1,67,133712,"CCTV, garbage collection, garden, swimming pool, electric fence"
Utawala,22.4,2,1,178,26202,"electric fence, gym, garden, swimming pool, CCTV, garbage collection"
Utawala,22.4,1,1,55,14903,"parking, garden, CCTV"
Muthaiga,7,4,4,186,422970,"parking, CCTV, garbage collection"
Utawala,22.4,3,1,214,32786,"CCTV, electric fence, parking"
Kileleshwa,5.4,2,1,125,104914,"parking, CCTV, garbage collection, electric fence, swimming pool, garden"
Lavington,5.9,3,3,167,91323,"electric fence, CCTV, swimming pool, gym"
Syokimau,24,3,1,165,44558,"swimming pool, garbage collection, electric fence, parking, gym, garden, CCTV"
Juja,32.8,2,1,129,31106,swimming pool
Ruaka,19,1,1,57,21874,"parking, garden, CCTV"
Westlands,3.2,2,2,145,124255,"electric fence, garden"
Westlands,3.2,1,1,74,104577,"parking, gym, garbage collection, garden, swimming pool"
Syokimau,24,1,1,67,14180,"gym, CCTV"
Syokimau,24,3,1,143,53111,"parking, swimming pool, CCTV, garden, gym, garbage collection"
Lavington,5.9,2,1,169,104279,"garbage collection, gym"
Ruiru,25.3,2,1,138,29530,"electric fence, CCTV, garbage collection, gym, swimming pool"
Kileleshwa,5.4,4,2,255,189070,"garden, garbage collection, CCTV"
Muthaiga,7,2,1,179,276851,"garbage collection, CCTV, gym, swimming pool, parking, electric fence, garden"
Kileleshwa,5.4,3,1,222,107215,"electric fence, garbage collection, garden, parking, CCTV, gym"
